Data,Asset,Net_NC,Net_Comm
1970-01-01 00:00:00.000230523,Silver,21958,-34972
1970-01-01 00:00:00.000230523,Nikkei,-5512,4906
1970-01-01 00:00:00.000230523,EUR,173736,-224195
1970-01-01 00:00:00.000230523,BTC,893,-1245
1970-01-01 00:00:00.000230523,Coffee,32748,-33373
1970-01-01 00:00:00.000230523,CHF,-903,1691
1970-01-01 00:00:00.000230523,GBP,11589,-16676
1970-01-01 00:00:00.000230523,Soybeans,29205,-2404
1970-01-01 00:00:00.000230523,CAD,-48526,49140
1970-01-01 00:00:00.000230523,SPX,-404292,422107
1970-01-01 00:00:00.000230523,Russell 2000,-48893,55396
1970-01-01 00:00:00.000230523,Corn,-62267,115832
1970-01-01 00:00:00.000230523,Gold,160732,-187023
1970-01-01 00:00:00.000230523,JPY,-80660,92378
1970-01-01 00:00:00.000230523,Copper,-29808,27496
1970-01-01 00:00:00.000230523,Wheat,-86319,80586
1970-01-01 00:00:00.000230523,AUD,-49081,60043
1970-01-01 00:00:00.000230523,VIX,-64627,68150
1970-01-01 00:00:00.000230523,Cocoa,65374,-70745
1970-01-01 00:00:00.000230523,Crude Oil,193119,-217386
1970-01-01 00:00:00.000230523,Sugar,273810,-323323
1970-01-01 00:00:00.000230523,10Y UST,-771638,682402
1970-01-01 00:00:00.000230530,Soybeans,29814,-4162
1970-01-01 00:00:00.000230530,Cocoa,65573,-71049
1970-01-01 00:00:00.000230530,CAD,-29914,39037
1970-01-01 00:00:00.000230530,Russell 2000,-63062,69338
1970-01-01 00:00:00.000230530,Sugar,250387,-293732
1970-01-01 00:00:00.000230530,10Y UST,-850421,758535
1970-01-01 00:00:00.000230530,Nasdaq,8512,4884
1970-01-01 00:00:00.000230530,Coffee,23620,-23623
1970-01-01 00:00:00.000230530,Copper,-35702,34259
1970-01-01 00:00:00.000230530,Gold,169316,-190005
1970-01-01 00:00:00.000230530,SPX,-434170,435558
1970-01-01 00:00:00.000230530,Nikkei,-6890,5673
1970-01-01 00:00:00.000230530,Silver,21124,-34536
1970-01-01 00:00:00.000230530,Crude Oil,162591,-192877
1970-01-01 00:00:00.000230530,JPY,-96193,106512
1970-01-01 00:00:00.000230530,Corn,-20407,72210
1970-01-01 00:00:00.000230530,GBP,13235,-15208
1970-01-01 00:00:00.000230530,EUR,165725,-214015
1970-01-01 00:00:00.000230530,Wheat,-93996,88847
1970-01-01 00:00:00.000230530,BTC,187,-624
1970-01-01 00:00:00.000230530,USD Index,12768,-16260
1970-01-01 00:00:00.000230530,VIX,-62470,65342
1970-01-01 00:00:00.000230530,AUD,-44126,59100
1970-01-01 00:00:00.000230530,CHF,-435,1533
1970-01-01 00:00:00.000230606,CHF,-1314,7048
1970-01-01 00:00:00.000230606,Coffee,28331,-28769
1970-01-01 00:00:00.000230606,Sugar,233868,-278395
1970-01-01 00:00:00.000230606,BTC,769,-1196
1970-01-01 00:00:00.000230606,10Y UST,-753701,693419
1970-01-01 00:00:00.000230606,Crude Oil,172442,-198377
1970-01-01 00:00:00.000230606,EUR,158421,-203916
1970-01-01 00:00:00.000230606,Russell 2000,-62588,62109
1970-01-01 00:00:00.000230606,VIX,-57810,59680
1970-01-01 00:00:00.000230606,CAD,-38329,38456
1970-01-01 00:00:00.000230606,SPX,-344531,350541
1970-01-01 00:00:00.000230606,GBP,12484,-14124
1970-01-01 00:00:00.000230606,Soybeans,39155,-16089
1970-01-01 00:00:00.000230606,Silver,21475,-34065
1970-01-01 00:00:00.000230606,USD Index,12219,-15163
1970-01-01 00:00:00.000230606,AUD,-56468,67496
1970-01-01 00:00:00.000230606,Gold,175641,-198187
1970-01-01 00:00:00.000230606,Nikkei,-7277,5123
1970-01-01 00:00:00.000230606,Nasdaq,8848,2471
1970-01-01 00:00:00.000230606,Cocoa,72234,-76549
1970-01-01 00:00:00.000230606,Wheat,-90684,85364
1970-01-01 00:00:00.000230606,JPY,-104817,113736
1970-01-01 00:00:00.000230606,Corn,-14771,66120
1970-01-01 00:00:00.000230606,Copper,-25956,24610
1970-01-01 00:00:00.000230613,AUD,-61745,73907
1970-01-01 00:00:00.000230613,SPX,-331413,308044
1970-01-01 00:00:00.000230613,Nikkei,-6608,5111
1970-01-01 00:00:00.000230613,Crude Oil,155074,-184272
1970-01-01 00:00:00.000230613,BTC,743,-1187
1970-01-01 00:00:00.000230613,JPY,-103976,118181
1970-01-01 00:00:00.000230613,Wheat,-86827,80576
1970-01-01 00:00:00.000230613,CAD,-36668,29376
1970-01-01 00:00:00.000230613,Corn,45092,12850
1970-01-01 00:00:00.000230613,Gold,160209,-186062
1970-01-01 00:00:00.000230613,Silver,23736,-38470
1970-01-01 00:00:00.000230613,EUR,151822,-197071
1970-01-01 00:00:00.000230613,VIX,-67421,67863
1970-01-01 00:00:00.000230613,Nasdaq,15680,-1252
1970-01-01 00:00:00.000230613,USD Index,13998,-16682
1970-01-01 00:00:00.000230613,Copper,-12906,12660
1970-01-01 00:00:00.000230613,Coffee,33494,-33426
1970-01-01 00:00:00.000230613,10Y UST,-691853,613538
1970-01-01 00:00:00.000230613,GBP,6735,-18600
1970-01-01 00:00:00.000230613,Sugar,251260,-298388
1970-01-01 00:00:00.000230613,Soybeans,62949,-36522
1970-01-01 00:00:00.000230613,Russell 2000,-75896,70626
1970-01-01 00:00:00.000230613,Cocoa,77939,-82214
1970-01-01 00:00:00.000230613,CHF,-5043,7033
1970-01-01 00:00:00.000230620,Nikkei,-7029,5392
1970-01-01 00:00:00.000230620,Silver,20058,-36210
1970-01-01 00:00:00.000230620,BTC,397,-927
1970-01-01 00:00:00.000230620,Coffee,27017,-27166
1970-01-01 00:00:00.000230620,Nasdaq,15993,-8872
1970-01-01 00:00:00.000230620,GBP,46608,-59003
1970-01-01 00:00:00.000230620,Soybeans,88532,-67634
1970-01-01 00:00:00.000230620,JPY,-107656,118272
1970-01-01 00:00:00.000230620,CHF,-4851,5236
1970-01-01 00:00:00.000230620,EUR,144649,-192723
1970-01-01 00:00:00.000230620,CAD,-33543,18758
1970-01-01 00:00:00.000230620,Corn,118773,-58030
1970-01-01 00:00:00.000230620,SPX,-239331,248779
1970-01-01 00:00:00.000230620,USD Index,14861,-16574
1970-01-01 00:00:00.000230620,Gold,162975,-186537
1970-01-01 00:00:00.000230620,Copper,1888,-4003
1970-01-01 00:00:00.000230620,Russell 2000,-72709,70994
1970-01-01 00:00:00.000230620,10Y UST,-749997,681043
1970-01-01 00:00:00.000230620,Wheat,-66364,63862
1970-01-01 00:00:00.000230620,Crude Oil,166477,-189918
1970-01-01 00:00:00.000230620,Cocoa,67342,-71968
1970-01-01 00:00:00.000230620,Sugar,261001,-310762
1970-01-01 00:00:00.000230620,AUD,-49616,50986
1970-01-01 00:00:00.000230620,VIX,-61056,60933
1970-01-01 00:00:00.000230627,CAD,-2847,-16734
1970-01-01 00:00:00.000230627,Copper,2940,-6439
1970-01-01 00:00:00.000230627,Gold,151910,-175335
1970-01-01 00:00:00.000230627,10Y UST,-800999,725405
1970-01-01 00:00:00.000230627,USD Index,14968,-17347
1970-01-01 00:00:00.000230627,Corn,113438,-60029
1970-01-01 00:00:00.000230627,CHF,-4946,7018
1970-01-01 00:00:00.000230627,Wheat,-47177,51292
1970-01-01 00:00:00.000230627,AUD,-39424,38822
1970-01-01 00:00:00.000230627,JPY,-112870,122366
1970-01-01 00:00:00.000230627,Soybeans,101849,-80229
1970-01-01 00:00:00.000230627,GBP,51994,-66801
1970-01-01 00:00:00.000230627,Russell 2000,-63700,59722
1970-01-01 00:00:00.000230627,Cocoa,71552,-75815
1970-01-01 00:00:00.000230627,Nasdaq,17242,-11371
1970-01-01 00:00:00.000230627,Silver,19052,-29327
1970-01-01 00:00:00.000230627,Nikkei,-6246,4562
1970-01-01 00:00:00.000230627,Sugar,220174,-248368
1970-01-01 00:00:00.000230627,Coffee,8495,-8052
1970-01-01 00:00:00.000230627,Crude Oil,138388,-166658
1970-01-01 00:00:00.000230627,EUR,145028,-193260
1970-01-01 00:00:00.000230627,BTC,-2094,990
1970-01-01 00:00:00.000230627,VIX,-64721,66509
1970-01-01 00:00:00.000230627,SPX,-208250,204853
1970-01-01 00:00:00.000230703,AUD,-44582,51374
1970-01-01 00:00:00.000230703,Wheat,-45464,51053
1970-01-01 00:00:00.000230703,Corn,46403,524
1970-01-01 00:00:00.000230703,BTC,-2076,1132
1970-01-01 00:00:00.000230703,VIX,-54924,58022
1970-01-01 00:00:00.000230703,EUR,142837,-189459
1970-01-01 00:00:00.000230703,USD Index,14317,-16580
1970-01-01 00:00:00.000230703,GBP,50265,-63664
1970-01-01 00:00:00.000230703,JPY,-117920,126010
1970-01-01 00:00:00.000230703,Gold,163097,-184717
1970-01-01 00:00:00.000230703,Copper,-8762,6613
1970-01-01 00:00:00.000230703,SPX,-207239,205791
1970-01-01 00:00:00.000230703,Crude Oil,141429,-170148
1970-01-01 00:00:00.000230703,Sugar,199368,-229713
1970-01-01 00:00:00.000230703,Coffee,1566,-878
1970-01-01 00:00:00.000230703,Nasdaq,5458,-3883
1970-01-01 00:00:00.000230703,Nikkei,-6185,4671
1970-01-01 00:00:00.000230703,Silver,17990,-29569
1970-01-01 00:00:00.000230703,Soybeans,90973,-71924
1970-01-01 00:00:00.000230703,Cocoa,72584,-75594
1970-01-01 00:00:00.000230703,CHF,-3404,7565
1970-01-01 00:00:00.000230703,10Y UST,-780678,719909
1970-01-01 00:00:00.000230703,CAD,4527,-18815
1970-01-01 00:00:00.000230703,Russell 2000,-67510,63856
1970-01-01 00:00:00.000230711,Wheat,-40411,45506
1970-01-01 00:00:00.000230711,AUD,-45084,54035
1970-01-01 00:00:00.000230711,Nikkei,-3871,1916
1970-01-01 00:00:00.000230711,Russell 2000,-65873,65463
1970-01-01 00:00:00.000230711,10Y UST,-635137,636943
1970-01-01 00:00:00.000230711,Sugar,196304,-226030
1970-01-01 00:00:00.000230711,Cocoa,70115,-74388
1970-01-01 00:00:00.000230711,VIX,-50733,52127
1970-01-01 00:00:00.000230711,Crude Oil,173433,-196688
1970-01-01 00:00:00.000230711,Corn,7811,35215
1970-01-01 00:00:00.000230711,CAD,4444,-14026
1970-01-01 00:00:00.000230711,Gold,165754,-187749
1970-01-01 00:00:00.000230711,USD Index,12011,-13577
1970-01-01 00:00:00.000230711,CHF,-7907,8165
1970-01-01 00:00:00.000230711,Soybeans,90863,-77180
1970-01-01 00:00:00.000230711,JPY,-117182,129077
1970-01-01 00:00:00.000230711,GBP,58063,-72701
1970-01-01 00:00:00.000230711,SPX,-208979,202437
1970-01-01 00:00:00.000230711,Nasdaq,10948,-8013
1970-01-01 00:00:00.000230711,Silver,20292,-31649
1970-01-01 00:00:00.000230711,BTC,-1855,804
1970-01-01 00:00:00.000230711,Coffee,-1606,1815
1970-01-01 00:00:00.000230711,EUR,140162,-192462
1970-01-01 00:00:00.000230711,Copper,-11157,7915
1970-01-01 00:00:00.000230718,Russell 2000,-65702,60957
1970-01-01 00:00:00.000230718,Nikkei,-2864,1564
1970-01-01 00:00:00.000230718,SPX,-263685,235997
1970-01-01 00:00:00.000230718,10Y UST,-629561,627008
1970-01-01 00:00:00.000230718,Sugar,196306,-226229
1970-01-01 00:00:00.000230718,Soybeans,107283,-81463
1970-01-01 00:00:00.000230718,USD Index,11067,-11617
1970-01-01 00:00:00.000230718,Corn,19870,31268
1970-01-01 00:00:00.000230718,Gold,193348,-213715
1970-01-01 00:00:00.000230718,BTC,-1161,196
1970-01-01 00:00:00.000230718,Nasdaq,1199,4393
1970-01-01 00:00:00.000230718,JPY,-90239,98195
1970-01-01 00:00:00.000230718,CHF,-10211,5927
1970-01-01 00:00:00.000230718,EUR,178832,-229343
1970-01-01 00:00:00.000230718,Cocoa,76488,-80964
1970-01-01 00:00:00.000230718,AUD,-50401,51045
1970-01-01 00:00:00.000230718,Wheat,-38703,43035
1970-01-01 00:00:00.000230718,Crude Oil,206099,-233490
1970-01-01 00:00:00.000230718,Silver,43862,-55983
1970-01-01 00:00:00.000230718,Copper,-3550,-1054
1970-01-01 00:00:00.000230718,CAD,521,-12991
1970-01-01 00:00:00.000230718,VIX,-40289,44518
1970-01-01 00:00:00.000230718,GBP,63729,-81606
1970-01-01 00:00:00.000230718,Coffee,-7005,6319
1970-01-01 00:00:00.000230725,EUR,177230,-234269
1970-01-01 00:00:00.000230725,USD Index,6054,-6339
1970-01-01 00:00:00.000230725,CAD,5530,-22096
1970-01-01 00:00:00.000230725,GBP,58995,-76984
1970-01-01 00:00:00.000230725,Nikkei,-2599,1803
1970-01-01 00:00:00.000230725,Soybeans,134982,-116876
1970-01-01 00:00:00.000230725,Crude Oil,225196,-250976
1970-01-01 00:00:00.000230725,CHF,-8431,3421
1970-01-01 00:00:00.000230725,SPX,-232615,215413
1970-01-01 00:00:00.000230725,Corn,70476,-6966
1970-01-01 00:00:00.000230725,JPY,-77752,86555
1970-01-01 00:00:00.000230725,BTC,-645,-178
1970-01-01 00:00:00.000230725,Gold,173639,-198210
1970-01-01 00:00:00.000230725,Copper,1159,-3904
1970-01-01 00:00:00.000230725,Russell 2000,-68769,63644
1970-01-01 00:00:00.000230725,Sugar,219814,-251397
1970-01-01 00:00:00.000230725,Nasdaq,-10672,7629
1970-01-01 00:00:00.000230725,Coffee,-5965,5003
1970-01-01 00:00:00.000230725,VIX,-42142,46392
1970-01-01 00:00:00.000230725,Wheat,-20555,27401
1970-01-01 00:00:00.000230725,10Y UST,-623771,599836
1970-01-01 00:00:00.000230725,Silver,36925,-49718
1970-01-01 00:00:00.000230725,AUD,-51201,49561
1970-01-01 00:00:00.000230725,Cocoa,77894,-81340
1970-01-01 00:00:00.000230801,CHF,-8747,4208
1970-01-01 00:00:00.000230801,Silver,30831,-44012
1970-01-01 00:00:00.000230801,Russell 2000,-66291,62300
1970-01-01 00:00:00.000230801,Copper,10744,-18149
1970-01-01 00:00:00.000230801,Coffee,-4953,3825
1970-01-01 00:00:00.000230801,10Y UST,-645186,650221
1970-01-01 00:00:00.000230801,Cocoa,78214,-81502
1970-01-01 00:00:00.000230801,CAD,6365,-23269
1970-01-01 00:00:00.000230801,Soybeans,113760,-95382
1970-01-01 00:00:00.000230801,Gold,164924,-186845
1970-01-01 00:00:00.000230801,Nasdaq,-11405,11867
1970-01-01 00:00:00.000230801,Sugar,211601,-246529
1970-01-01 00:00:00.000230801,BTC,-539,-86
1970-01-01 00:00:00.000230801,VIX,-42166,44263
1970-01-01 00:00:00.000230801,AUD,-51792,57270
1970-01-01 00:00:00.000230801,Wheat,-26077,31880
1970-01-01 00:00:00.000230801,EUR,172062,-221571
1970-01-01 00:00:00.000230801,JPY,-79216,83288
1970-01-01 00:00:00.000230801,Crude Oil,241859,-267239
1970-01-01 00:00:00.000230801,GBP,49562,-66719
1970-01-01 00:00:00.000230801,Nikkei,-846,-401
1970-01-01 00:00:00.000230801,Corn,80074,-18222
1970-01-01 00:00:00.000230801,SPX,-200048,185303
1970-01-01 00:00:00.000230801,USD Index,3115,-3589
1970-01-01 00:00:00.000230808,VIX,-44404,48882
1970-01-01 00:00:00.000230808,GBP,47020,-57879
1970-01-01 00:00:00.000230808,CAD,-623,-4617
1970-01-01 00:00:00.000230808,Wheat,-22794,25578
1970-01-01 00:00:00.000230808,Copper,-10057,4908
1970-01-01 00:00:00.000230808,Soybeans,83463,-63652
1970-01-01 00:00:00.000230808,EUR,149811,-195450
1970-01-01 00:00:00.000230808,CHF,-5452,4092
1970-01-01 00:00:00.000230808,JPY,-83180,89121
1970-01-01 00:00:00.000230808,Nasdaq,-10879,13627
1970-01-01 00:00:00.000230808,Corn,25727,26794
1970-01-01 00:00:00.000230808,Gold,142985,-167554
1970-01-01 00:00:00.000230808,USD Index,2624,-2678
1970-01-01 00:00:00.000230808,Nikkei,-666,-453
1970-01-01 00:00:00.000230808,Russell 2000,-64511,63253
1970-01-01 00:00:00.000230808,Crude Oil,255928,-278338
1970-01-01 00:00:00.000230808,BTC,-1149,456
1970-01-01 00:00:00.000230808,SPX,-159570,139895
1970-01-01 00:00:00.000230808,Sugar,199223,-230769
1970-01-01 00:00:00.000230808,AUD,-43192,55845
1970-01-01 00:00:00.000230808,Silver,13324,-30349
1970-01-01 00:00:00.000230808,Coffee,-6546,5423
1970-01-01 00:00:00.000230808,10Y UST,-691726,673553
1970-01-01 00:00:00.000230808,Cocoa,79502,-81601
1970-01-01 00:00:00.000230815,BTC,-712,14
1970-01-01 00:00:00.000230815,VIX,-25985,31613
1970-01-01 00:00:00.000230815,Wheat,-31875,33913
1970-01-01 00:00:00.000230815,CAD,-11411,13769
1970-01-01 00:00:00.000230815,CHF,-4007,4200
1970-01-01 00:00:00.000230815,Soybeans,65333,-43649
1970-01-01 00:00:00.000230815,Cocoa,77125,-80698
1970-01-01 00:00:00.000230815,Copper,-25698,20665
1970-01-01 00:00:00.000230815,Silver,7861,-23264
1970-01-01 00:00:00.000230815,Coffee,-18688,18409
1970-01-01 00:00:00.000230815,Gold,121136,-141930
1970-01-01 00:00:00.000230815,10Y UST,-746928,718304
1970-01-01 00:00:00.000230815,Sugar,191433,-228493
1970-01-01 00:00:00.000230815,Crude Oil,242108,-270101
1970-01-01 00:00:00.000230815,USD Index,4991,-6048
1970-01-01 00:00:00.000230815,EUR,159863,-205284
1970-01-01 00:00:00.000230815,Corn,-26966,73174
1970-01-01 00:00:00.000230815,GBP,50988,-60188
1970-01-01 00:00:00.000230815,Nikkei,-700,-596
1970-01-01 00:00:00.000230815,JPY,-80961,90497
1970-01-01 00:00:00.000230815,Russell 2000,-71279,67827
1970-01-01 00:00:00.000230815,SPX,-118408,96147
1970-01-01 00:00:00.000230815,Nasdaq,5169,-4716
1970-01-01 00:00:00.000230815,AUD,-53397,65258
1970-01-01 00:00:00.000230822,Cocoa,76973,-80096
1970-01-01 00:00:00.000230822,SPX,-133491,101903
1970-01-01 00:00:00.000230822,CAD,-12070,16133
1970-01-01 00:00:00.000230822,Silver,12877,-23804
1970-01-01 00:00:00.000230822,Nikkei,-471,-610
1970-01-01 00:00:00.000230822,Copper,-24615,22499
1970-01-01 00:00:00.000230822,Coffee,-23066,22465
1970-01-01 00:00:00.000230822,Russell 2000,-61797,57381
1970-01-01 00:00:00.000230822,Nasdaq,13830,-14434
1970-01-01 00:00:00.000230822,10Y UST,-694875,657895
1970-01-01 00:00:00.000230822,Gold,101946,-121036
1970-01-01 00:00:00.000230822,Sugar,185283,-216226
1970-01-01 00:00:00.000230822,AUD,-63786,76894
1970-01-01 00:00:00.000230822,BTC,1515,-1929
1970-01-01 00:00:00.000230822,CHF,-3866,5608
1970-01-01 00:00:00.000230822,Crude Oil,234371,-256341
1970-01-01 00:00:00.000230822,Corn,-51550,96969
1970-01-01 00:00:00.000230822,USD Index,4589,-5618
1970-01-01 00:00:00.000230822,VIX,-27721,31445
1970-01-01 00:00:00.000230822,JPY,-95323,104624
1970-01-01 00:00:00.000230822,Wheat,-34791,33778
1970-01-01 00:00:00.000230822,EUR,158760,-200399
1970-01-01 00:00:00.000230822,Soybeans,66133,-48148
1970-01-01 00:00:00.000230822,GBP,59107,-64724
1970-01-01 00:00:00.000230829,SPX,-142106,123869
1970-01-01 00:00:00.000230829,JPY,-98473,103068
1970-01-01 00:00:00.000230829,Sugar,208430,-258901
1970-01-01 00:00:00.000230829,Corn,-35813,79380
1970-01-01 00:00:00.000230829,Crude Oil,240905,-260948
1970-01-01 00:00:00.000230829,USD Index,2823,-3910
1970-01-01 00:00:00.000230829,EUR,146679,-188151
1970-01-01 00:00:00.000230829,Cocoa,83221,-86688
1970-01-01 00:00:00.000230829,Copper,-16616,15487
1970-01-01 00:00:00.000230829,BTC,1507,-2081
1970-01-01 00:00:00.000230829,Nikkei,-733,-530
1970-01-01 00:00:00.000230829,CAD,-15761,17939
1970-01-01 00:00:00.000230829,VIX,-33786,38569
1970-01-01 00:00:00.000230829,Nasdaq,16162,-10908
1970-01-01 00:00:00.000230829,Gold,123272,-140594
1970-01-01 00:00:00.000230829,10Y UST,-805553,764189
1970-01-01 00:00:00.000230829,GBP,48401,-56609
1970-01-01 00:00:00.000230829,CHF,-4518,6388
1970-01-01 00:00:00.000230829,Coffee,-21465,20774
1970-01-01 00:00:00.000230829,Russell 2000,-66878,63336
1970-01-01 00:00:00.000230829,AUD,-70185,80606
1970-01-01 00:00:00.000230829,Silver,27133,-35776
1970-01-01 00:00:00.000230829,Wheat,-50257,50202
1970-01-01 00:00:00.000230829,Soybeans,92162,-73690
1970-01-01 00:00:00.000230905,Crude Oil,299322,-308997
1970-01-01 00:00:00.000230905,EUR,136231,-175854
1970-01-01 00:00:00.000230905,BTC,2039,-2534
1970-01-01 00:00:00.000230905,Wheat,-46410,44160
1970-01-01 00:00:00.000230905,AUD,-83537,95366
1970-01-01 00:00:00.000230905,VIX,-42726,44265
1970-01-01 00:00:00.000230905,Russell 2000,-71711,70806
1970-01-01 00:00:00.000230905,10Y UST,-791535,770685
1970-01-01 00:00:00.000230905,Coffee,-18451,17782
1970-01-01 00:00:00.000230905,Gold,138006,-158239
1970-01-01 00:00:00.000230905,Nikkei,-142,-1199
1970-01-01 00:00:00.000230905,Silver,26804,-37708
1970-01-01 00:00:00.000230905,Cocoa,86220,-90212
1970-01-01 00:00:00.000230905,SPX,-144211,123567
1970-01-01 00:00:00.000230905,Copper,-6770,4659
1970-01-01 00:00:00.000230905,JPY,-97136,105867
1970-01-01 00:00:00.000230905,USD Index,3359,-5005
1970-01-01 00:00:00.000230905,GBP,46384,-49955
1970-01-01 00:00:00.000230905,Corn,-45632,79965
1970-01-01 00:00:00.000230905,CAD,-24963,29461
1970-01-01 00:00:00.000230905,Sugar,235421,-289805
1970-01-01 00:00:00.000230905,Soybeans,87329,-68843
1970-01-01 00:00:00.000230905,Nasdaq,13550,-5696
1970-01-01 00:00:00.000230905,CHF,-5325,10687
1970-01-01 00:00:00.000230912,Sugar,244435,-297725
1970-01-01 00:00:00.000230912,Silver,18033,-32040
1970-01-01 00:00:00.000230912,Coffee,-16578,15818
1970-01-01 00:00:00.000230912,Russell 2000,-63615,59033
1970-01-01 00:00:00.000230912,AUD,-79533,94990
1970-01-01 00:00:00.000230912,Copper,-12334,9886
1970-01-01 00:00:00.000230912,CAD,-41883,49275
1970-01-01 00:00:00.000230912,BTC,2232,-2543
1970-01-01 00:00:00.000230912,CHF,-9338,12351
1970-01-01 00:00:00.000230912,Nasdaq,9056,-9508
1970-01-01 00:00:00.000230912,VIX,-39342,40099
1970-01-01 00:00:00.000230912,Wheat,-49619,46521
1970-01-01 00:00:00.000230912,Soybeans,85217,-68440
1970-01-01 00:00:00.000230912,Nikkei,514,-918
1970-01-01 00:00:00.000230912,GBP,46174,-51168
1970-01-01 00:00:00.000230912,Gold,123864,-144810
1970-01-01 00:00:00.000230912,10Y UST,-744302,720210
1970-01-01 00:00:00.000230912,Cocoa,87623,-91493
1970-01-01 00:00:00.000230912,USD Index,6071,-7727
1970-01-01 00:00:00.000230912,EUR,113080,-149981
1970-01-01 00:00:00.000230912,Corn,-87988,118836
1970-01-01 00:00:00.000230912,Crude Oil,326871,-348713
1970-01-01 00:00:00.000230912,SPX,-116333,87045
1970-01-01 00:00:00.000230912,JPY,-98713,106644
1970-01-01 00:00:00.000230919,Sugar,244309,-294614
1970-01-01 00:00:00.000230919,Crude Oil,328426,-354835
1970-01-01 00:00:00.000230919,Nasdaq,3194,-2088
1970-01-01 00:00:00.000230919,CHF,-7935,15844
1970-01-01 00:00:00.000230919,Coffee,-4408,3522
1970-01-01 00:00:00.000230919,EUR,101981,-128742
1970-01-01 00:00:00.000230919,Corn,-101233,134756
1970-01-01 00:00:00.000230919,Soybeans,62690,-43765
1970-01-01 00:00:00.000230919,Wheat,-56937,50466
1970-01-01 00:00:00.000230919,CAD,-48027,48804
1970-01-01 00:00:00.000230919,BTC,1597,-1997
1970-01-01 00:00:00.000230919,VIX,-28816,34384
1970-01-01 00:00:00.000230919,Cocoa,88262,-91617
1970-01-01 00:00:00.000230919,Copper,-16300,12312
1970-01-01 00:00:00.000230919,GBP,33683,-32581
1970-01-01 00:00:00.000230919,JPY,-101619,111445
1970-01-01 00:00:00.000230919,USD Index,15634,-17345
1970-01-01 00:00:00.000230919,Gold,135163,-152932
1970-01-01 00:00:00.000230919,Silver,15231,-29787
1970-01-01 00:00:00.000230919,Nikkei,-414,-939
1970-01-01 00:00:00.000230919,10Y UST,-702316,659370
1970-01-01 00:00:00.000230919,Russell 2000,-63561,60533
1970-01-01 00:00:00.000230919,AUD,-96946,110012
1970-01-01 00:00:00.000230919,SPX,-138991,124661
